aa,kepCode,kepTitle,area,county,region,address,tk,phoneNumber,fax,email,comments,lat,lon
374,382,"ΚΕΠ ΔΗΜΟΥ ΑΙΓΙΟΥ Ν. ΑΧΑΪΑΣ","Αίγιο Αχαϊας","ΝΟΜΟΣ ΑΧΑΪΑΣ","ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ","Παναγιωτοπούλων 31",25100,2691068393,2691068394,"d.aigiou@kep.gov.gr","",22.02436671300046,38.20666087400048
375,383,"ΚΕΠ ΔΗΜΟΥ ΒΡΑΧΝΕΙΚΩΝ Ν. ΑΧΑΪΑΣ","-","ΝΟΜΟΣ ΑΧΑΪΑΣ","ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ","Βραχναίϊκα",25002,2610670973,"-","d.vrahnaiikon@kep.gov.gr","",21.66809709000046,38.16249156300046
376,384,"ΚΕΠ ΔΗΜΟΥ ΠΑΤΡΑΣ, Ν. ΑΧΑΐΑΣ","ΠΑΤΡΑ","ΝΟΜΟΣ ΑΧΑΪΑΣ","ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ","ΜΑΙΖΩΝΟΣ & ΒΟΤΣΗ 147",26110,2610243200,2610243202,"d.patreon@kep.gov.gr","",,
377,385,"ΚΕΠ ΔΗΜΟΥ ΔΙΣΤΟΜΟΥ, Ν. ΒΟΙΩΤΙΑΣ","Δίστομο","ΝΟΜΟΣ ΒΟΙΩΤΙΑΣ","ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ","10ης Ιουνίου 47",32005,2267029000,2267029001,"d.distomou@kep.gov.gr","",22.69277928400044,38.44793448100046
378,386,"ΚΕΠ ΔΗΜΟΥ ΘΕΣΠΙΕΩΝ, Ν. ΒΟΙΩΤΙΑΣ","Μαυρομμάτι Βοιωτίας","ΝΟΜΟΣ ΒΟΙΩΤΙΑΣ","ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ","Μαυρομμάτι Θηβών",32002,2262067321,2262068900,"d.thespieon@kep.gov.gr","",23.17681841000047,38.3170874220005
379,387,"ΚΕΠ ΔΗΜΟΥ ΛΕΒΑΔΕΩΝ, Ν. ΒΟΙΩΤΙΑΣ","Λιβαδειά Βοιωτίας","ΝΟΜΟΣ ΒΟΙΩΤΙΑΣ","ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ","Ελευθερίου Βενιζέλου 32",32100,2261089723,2261089716,"d.levadeon@kep.gov.gr","",22.87516858000043,38.4241320110005
380,388,"ΚΕΠ ΔΗΜΟΥ ΔΙΡΦΥΩΝ, Ν. ΕΥΒΟΙΑΣ","Δήμου Διρφύων, Ν. Ευβοίας","ΝΟΜΟΣ ΕΥΒΟΙΑΣ","ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ","Δ.Δ. Πίσσωνα",34600,2221042889,2221061713,"d.dirfion@kep.gov.gr","",23.65439963200043,38.52485939500048
381,389,"ΚΕΠ ΔΗΜΟΥ ΚΟΝΙΣΤΡΩΝ, Ν. ΕΥΒΟΙΑΣ","ΚΟΝΙΣΤΡΕΣ ΕΥΒΟΙΑΣ","ΝΟΜΟΣ ΕΥΒΟΙΑΣ","ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ","Πλ. Βάχλα Κονίστρες",34016,2222029516,2222029516,"d.konistron@kep.gov.gr","",24.06103220500046,38.57368162400047
382,390,"ΚΕΠ ΔΗΜΟΥ ΓΟΡΓΙΑΝΗΣ, Ν. ΓΡΕΒΕΝΩΝ","Γρεβενά","ΝΟΜΟΣ ΓΡΕΒΕΝΩΝ","ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","Κηπουριό Γρεβενών -",51100,2462075444,2462087740,"d.gorgianis@kep.gov.gr","",21.46128297400043,40.02088326300049
383,391,"ΚΕΠ ΔΗΜΟΥ ΧΑΣΙΩΝ, Ν. ΓΡΕΒΕΝΩΝ","Καρπερό Γρεβενά","ΝΟΜΟΣ ΓΡΕΒΕΝΩΝ","ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","Καρπερό",51100,2462034101,2462034308,"d.hasion-grevenon@kep.gov.gr","",21.62042082300047,39.9478658270005
384,392,"ΚΕΠ ΔΗΜΟΥ ΗΡΑΚΛΕΩΤΩΝ, Ν. ΓΡΕΒΕΝΩΝ","ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ -ΓΡΕΒΕΝΑ","ΝΟΜΟΣ ΓΡΕΒΕΝΩΝ","ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ -ΓΡΕΒΕΝΑ",51030,2462041768,2462041750,"d.irakleoton@kep.gov.gr","",21.45422402200046,40.19461409900049
385,393,"ΚΕΠ ΔΗΜΟΥ ΒΥΣΣΑΣ, Ν.ΕΒΡΟΥ","Νέα Βύσσα,Eβρου","ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΕΒΡΟΥ","ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ","25ης Μαρτίου 7",68001,2552081090,2552081093,"d.vyssis@kep.gov.gr","",26.55930546100046,41.58599135000048
386,394,"ΚΕΠ ΔΗΜΟΥ ΑΛΕΞΑΝΔΡΟΥΠΟΛΕΩΣ, Ν. EΒΡΟΥ","ΑΛΕΞΑΝΔΡΟΥΠΟΛΗ","ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΕΒΡΟΥ","ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ","Π.ΙΩΑΚΕΙΜ ΚΑΒΥΡΗ 24",68100,2551089923,2551089941,"d.alexandroupolis@kep.gov.gr","",25.97211757200046,40.96702573500045
387,395,"ΚΕΠ ΔΗΜΟΥ ΜΕΤΑΞΑΔΩΝ, Ν.ΕΒΡΟΥ","Μεταξάδες Eβρου","ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΕΒΡΟΥ","ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ","Μεταξάδες",68010,2553051700,2553020083,"d.metaxadon@kep.gov.gr","",26.22568572200044,41.42137636000047
388,396,"ΚΕΠ ΔΗΜΟΥ ΣΑΜΟΘΡΑΚΗΣ, Ν. ΕΒΡΟΥ","Σαμοθράκη","ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΕΒΡΟΥ","ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ","Χώρα",68002,2551089243,2551089241,"d.samothrakis@kep.gov.gr","",25.58478407700045,40.45442112300049
389,397,"ΚΕΠ ΔΗΜΟΥ ΣΟΥΦΛΙΟΥ, Ν. ΕΒΡΟΥ","ΣΟΥΦΛΙ","ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΕΒΡΟΥ","ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ","Ερμού 2",68400,2554020061,2554020062,"d.soyfliou@kep.gov.gr","",26.18938630900044,41.19969918800047
390,398,"ΚΕΠ ΔΗΜΟΥ ΑΠΕΡΑΝΤΙΩΝ Ν. ΕΥΡΥΤΑΝΙΑΣ","Γράνιτσα","ΝΟΜΟΣ ΕΥΡΥΤΑΝΙΑΣ","ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ","Γράνιτσα",36072,2237061870,2237061870,"d.aperantion@kep.gov.gr","",21.51165090100045,39.10109613600048
391,399,"ΚΕΠ ΔΗΜΟΥ ΔΟΜΝΙΣΤΑΣ Ν. ΕΥΡΥΤΑΝΙΑΣ","Κρικέλο Ευρυτανίας","ΝΟΜΟΣ ΕΥΡΥΤΑΝΙΑΣ","ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ","Κρικέλλο Ευρυτανίας",36076,2237071136,2237071136,"d.domnistas@kep.gov.gr","",21.83889885000048,38.76857255700048
392,400,"ΚΕΠ ΔΗΜΟΥ ΓΑΖΙΟΥ, Ν. ΗΡΑΚΛΕΙΟΥ","Γαζί Ηρακλείου Κρήτης","ΝΟΜΟΣ ΗΡΑΚΛΕΙΟΥ","ΚΡΗΤΗΣ","Ελ. Βενιζέλου 216",71414,2810823394,2810823493,"d.gaziou@kep.gov.gr","",25.08066412600044,35.33053130700046
393,401,"ΚΕΠ ΔΗΜΟΥ ΝΙΚΟΥ ΚΑΖΑΝΤΖΑΚΗ, Ν. ΗΡΑΚΛΕΙΟΥ","Ηράκλειο, Κρήτη","ΝΟΜΟΣ ΗΡΑΚΛΕΙΟΥ","ΚΡΗΤΗΣ","Πεζά Πεδιάδος",70100,2810743463,2810742530,"d.nikoukazantzaki@kep.gov.gr","",25.17598021700047,35.22181333700047
394,402,"ΚΕΠ ΔΗΜΟΥ ΤΕΜΕΝΟΥΣ, Ν. ΗΡΑΚΛΕΙΟΥ","-","ΝΟΜΟΣ ΗΡΑΚΛΕΙΟΥ","ΚΡΗΤΗΣ","Προφήτης Ηλίας Τεμένους",71500,2810871750,2810871761,"d.temenous@kep.gov.gr","",25.05177680000048,35.31222531500049
395,403,"ΚΕΠ ΔΗΜΟΥ ΙΑΡΔΑΝΟΥ, Ν. ΗΛΕΙΑΣ","Βούναργο Ηλείας","ΝΟΜΟΣ ΗΛΕΙΑΣ","ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ","Βούναργο",27100,2621052101,2621052102,"d.iardanou@kep.gov.gr","",21.42513147000045,37.67531881400049
396,404,"ΚΕΠ ΔΗΜΟΥ ΠΥΡΓΟΥ, Ν. ΗΛΕΙΑΣ","ΠΥΡΓΟΣ","ΝΟΜΟΣ ΗΛΕΙΑΣ","ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ","Τ.ΠΕΤΡΟΠΟΥΛΟΥ & ΠΑΤΡΩΝ",27100,2621020300,2621020302,"d.pyrgou@kep.gov.gr","",,
397,405,"ΚΕΠ ΔΗΜΟΥ ΝΑΟΥΣΑΣ, Ν. ΗΜΑΘΙΑΣ","Νάουσα Ημαθίας","ΝΟΜΟΣ ΗΜΑΘΙΑΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","Μεγάλου Αλεξάνδρου 1",59200,2332052036,2332052187,"d.naousis@kep.gov.gr","",22.00872654700044,40.62719616700048
398,406,"ΚΕΠ ΔΗΜΟΥ ΑΜΠΕΛΟΚΗΠΩΝ, Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ","Αμπελόκηποι","ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","Φιλιππουπόλεως 22",56123,2310729122,2310739200,"d.ampelokipon@kep.gov.gr","",22.92909740000044,40.65258898500048
399,407,"ΚΕΠ ΔΗΜΟΥ ΚΑΛΑΜΑΡΙΑΣ, Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ","ΚΑΛΑΜΑΡΙΑ","ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΠΟΝΤΟΥ 85",55132,2310478546,2310453233,"d.kalamarias@kep.gov.gr","",24.28048755100048,55.08211906000048
400,408,"ΚΕΠ ΔΗΜΟΥ ΠΑΝΟΡΑΜΑΤΟΣ, Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ","-","ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","Πλατεία Δημαρχείου",55236,2310331242,2310340180,"d.panoramatos@kep.gov.gr","",23.03432596100043,40.58781456000048
401,409,"ΚΕΠ ΔΗΜΟΥ ΣΥΚΕΩΝ, Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ","ΣΥΚΕΕΣ","ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","Ρήγα Φεραίου 171",56626,2310672846,2310672847,"d.sykeon@kep.gov.gr","",22.95990546900043,40.65019795500047
402,410,"ΚΕΠ ΔΗΜΟΥ ΗΓΟΥΜΕΝΙΤΣΑΣ, Ν. ΘΕΣΠΡΩΤΙΑΣ","Ηγουμενίτσα Θεσπρωτίας","ΝΟΜΟΣ ΘΕΣΠΡΩΤΙΑΣ","ΗΠΕΙΡΟΥ","Ελευθερίας 7",46100,2665029022,2665029021,"d.igoumenitsas@kep.gov.gr","",20.26043495700043,39.5109213610005
403,411,"ΚΕΠ ΔΗΜΟΥ ΠΑΡΑΠΟΤΑΜΟΥ, Ν. ΘΕΣΠΡΩΤΙΑΣ","-","ΝΟΜΟΣ ΘΕΣΠΡΩΤΙΑΣ","ΗΠΕΙΡΟΥ","Δημαρχείο Παραποτάμου",46100,2665098603,2665092203,"d.parapotamou@kep.gov.gr","",20.26043495700043,39.5109213610005
404,412,"ΚΕΠ ΔΗΜΟΥ ΑΝΑΤΟΛΗΣ, Ν. ΙΩΑΝΝΙΝΩΝ","ΑΝΑΤΟΛΗ ΙΩΑΝΝΙΝΩΝ","ΝΟΜΟΣ ΙΩΑΝΝΙΝΩΝ","ΗΠΕΙΡΟΥ","Γ' ΣΕΠΤΕΜΒΡΙΟΥ 30",45221,2651085800,2651085802,"d.anatolis@kep.gov.gr","",23.94228996500044,54.8703195970005
405,413,"ΚΕΠ ΔΗΜΟΥ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ, Ν. ΙΩΑΝΝΙΝΩΝ","Αγία Κυριακή ΘΕΡΙΑΚΗΣΙΟΥ","ΝΟΜΟΣ ΙΩΑΝΝΙΝΩΝ","ΗΠΕΙΡΟΥ","Αγία Κυριακή ΘΕΡΙΑΚΗΣΙΟΥ",45500,2654022512,2654022512,"d.agdimitriou-ioanninon@kep.gov.gr","",20.71534448300048,39.61855009800047
406,414,"ΚΕΠ ΔΗΜΟΥ ΕΥΡΥΜΕΝΩΝ, Ν. ΙΩΑΝΝΙΝΩΝ","Κληματιά Ιωαννίνων","ΝΟΜΟΣ ΙΩΑΝΝΙΝΩΝ","ΗΠΕΙΡΟΥ","Κληματιά",44003,2658061088,2658061088,"d.evrimenon-ioanninon@kep.gov.gr","",20.67262040000043,39.70455537400045
407,415,"ΚΕΠ ΔΗΜΟΥ ΜΑΣΤΟΡΟΧΩΡΙΩΝ, Ν. ΙΩΑΝΝΙΝΩΝ","-","ΝΟΜΟΣ ΙΩΑΝΝΙΝΩΝ","ΗΠΕΙΡΟΥ","Πυρσόγιαννη",44015,2655031208,2655031208,"d.mastorohorion@kep.gov.gr","",20.81060461600043,40.2123604840005
408,416,"ΚΕΠ ΔΗΜΟΥ ΤΖΟΥΜΕΡΚΩΝ, Ν. ΙΩΑΝΝΙΝΩΝ","Χουλιαράδες Ιωάννινα","ΝΟΜΟΣ ΙΩΑΝΝΙΝΩΝ","ΗΠΕΙΡΟΥ","Χουλιαράδες",45500,2651053670,2651053676,"d.tzoymerkon@kep.gov.gr","",21.01005575500045,39.55040467700047
409,417,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΒΑΘΥΠΕΔΟΥ, Ν. ΙΩΑΝΝΙΝΩΝ","ΒΑΘΥΠΕΔΟ","ΝΟΜΟΣ ΙΩΑΝΝΙΝΩΝ","ΗΠΕΙΡΟΥ","ΤΘ 1027",45500,2651025801,2651025601,"k.vathipedou@kep.gov.gr","",20.71534448300048,39.61855009800047
410,418,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΣΥΡΡΑΚΟΥ, Ν. ΙΩΑΝΝΙΝΩΝ","Ιωάννινα","ΝΟΜΟΣ ΙΩΑΝΝΙΝΩΝ","ΗΠΕΙΡΟΥ","Νικοπόλεως 83",45221,2651038490,2651038374,"k.syrrakou@kep.gov.gr","",20.87467158100043,39.62809168500047
411,419,"ΚΕΠ ΔΗΜΟΥ ΟΡΦΑΝΟΥ, Ν. ΚΑΒΑΛΑΣ","ΔΗΜΟΣ ΟΡΦΑΝΟΥ ΚΑΒΑΛΑΣ","ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΚΑΒΑΛΑΣ","ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ","ΔΗΜΟΣ ΟΡΦΑΝΟΥ ΚΑΒΑΛΑΣ",64008,2592021600,2592021601,"d.orfanou@kep.gov.gr","",24.04526179800047,40.81540340800046
412,420,"ΚΕΠ ΔΗΜΟΥ ΑΡΓΙΘΕΑΣ, Ν. ΚΑΡΔΙΤΣΑΣ","Ανθηρό Καρδίτσας","ΝΟΜΟΣ ΚΑΡΔΙΤΣΑΣ","ΘΕΣΣΑΛΙΑΣ","Ανθηρό Καρδίτσας",43065,2445031041,2445031120,"d.argitheas@kep.gov.gr","",21.47279618500045,39.35251364800047
413,421,"ΚΕΠ ΔΗΜΟΥ ΣΕΛΛΑΝΩΝ, Ν. ΚΑΡΔΙΤΣΑΣ","Καρδίτσας","ΝΟΜΟΣ ΚΑΡΔΙΤΣΑΣ","ΘΕΣΣΑΛΙΑΣ","Προάστιο Καρδίτσας",43070,2441052142,2441052143,"d.sellanon@kep.gov.gr","",21.66586231000048,39.42695539200048
414,422,"ΚΕΠ ΔΗΜΟΥ ΣΟΦΑΔΩΝ, Ν. ΚΑΡΔΙΤΣΑΣ","-","ΝΟΜΟΣ ΚΑΡΔΙΤΣΑΣ","ΘΕΣΣΑΛΙΑΣ","Παπάγου Δίκου -",43300,"2443353300 2443353301 2443353302 2443353303 2443353304",2443353306,"d.sofadon@kep.gov.gr","",22.09651080700047,39.29064200500045
415,423,"ΚΕΠ ΔΗΜΟΥ ΜΕΣΟΠΟΤΑΜΙΑΣ, Ν. ΚΑΣΤΟΡΙΑΣ","Μεσοποταμία Καστοριάς","ΝΟΜΟΣ ΚΑΣΤΟΡΙΑΣ","ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","Μεσοποταμία",52050,2467021879,2467021879,"d.aliakmona@kep.gov.gr","",21.15732875600043,40.5049726740005
416,424,"ΚΕΠ ΔΗΜΟΥ ΚΑΣΤΟΡΙΑΣ, Ν. ΚΑΣΤΟΡΙΑΣ","ΚΑΣΤΟΡΙΑ","ΝΟΜΟΣ ΚΑΣΤΟΡΙΑΣ","ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΒΑΛΑΛΑ 11",52100,2467024310,2467024311,"d.kastorias@kep.gov.gr","",21.26290071800042,40.52427863300045
417,425,"ΚΕΠ ΔΗΜΟΥ ΝΕΣΤΟΡΙΟΥ, Ν. ΚΑΣΤΟΡΙΑΣ","-","ΝΟΜΟΣ ΚΑΣΤΟΡΙΑΣ","ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","Κτίριο Δημαρχείου",52051,2467031241,2467031242,"d.nestoriou@kep.gov.gr","",20.94505957100046,40.39671208800047
418,426,"ΚΕΠ ΔΗΜΟΥ ΚΟΡΙΣΣΙΩΝ, Ν. ΚΕΡΚΥΡΑΣ","Κορισσίων Κέρκυρας","ΝΟΜΟΣ ΚΕΡΚΥΡΑΣ","ΙΟΝΙΩΝ ΝΗΣΩΝ","Αργυράδες Κέρκυρας -",49080,"2662360401 2662360402 2662360403",2662360416,"d.korission@kep.gov.gr","",20.06285320900042,39.41189683700048
419,427,"ΚΕΠ ΔΗΜΟΥ ΛΕΥΚΙΜΜΑΙΩΝ, Ν. ΚΕΡΚΥΡΑΣ","ΛΕΥΚΙΜΝΗ","ΝΟΜΟΣ ΚΕΡΚΥΡΑΣ","ΙΟΝΙΩΝ ΝΗΣΩΝ","21ης ΜΑΡΤΙΟΥ 245",49080,2662025317,2662029019,"d.lefkimmaion@kep.gov.gr","",20.06285320900042,39.41189683700048
420,428,"ΚΕΠ ΔΗΜΟΥ ΑΡΓΟΣΤΟΛΙΟΥ Ν. ΚΕΦΑΛΛΗΝΙΑΣ","Αργοστόλι","ΝΟΜΟΣ ΚΕΦΑΛΛΗΝΙΑΣ ΚΑΙ ΙΘΑΚΗΣ","ΙΟΝΙΩΝ ΝΗΣΩΝ","Πλατεία Βαλλιάνου",28100,2671025252,2671025454,"d.argostoliou@kep.gov.gr","",20.55573650200046,38.17319154000046
421,429,"ΚΕΠ ΔΗΜΟΥ ΛΕΙΒΑΘΟΥΣ, Ν. ΚΕΦΑΛΛΗΝΙΑΣ","Κεφαλονιά","ΝΟΜΟΣ ΚΕΦΑΛΛΗΝΙΑΣ ΚΑΙ ΙΘΑΚΗΣ","ΙΟΝΙΩΝ ΝΗΣΩΝ","Κεραμειές -",28100,2671068335,2671068331,"d.leivathous@kep.gov.gr","",20.55573650200046,38.17319154000046
422,430,"ΚΕΠ ΔΗΜΟΥ ΠΤΟΛΕΜΑΙΔΑΣ, Ν. ΚΟΖΑΝΗΣ","Πτολεμαίδας, Ν. Κοζάνης","ΝΟΜΟΣ ΚΟΖΑΝΗΣ","ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","Πόντου 13",50200,2463055570,2463055602,"d.ptolemaidos@kep.gov.gr","",21.73205580400042,40.5064337770005
423,431,"ΚΕΠ ΔΗΜΟΥ ΣΕΡΒΙΩΝ, Ν. ΚΟΖΑΝΗΣ","Σέρβια, Κοζάνη","ΝΟΜΟΣ ΚΟΖΑΝΗΣ","ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","Διονυσίου Σολωμού 7",50500,2464047014,2464024094,"d.servion@kep.gov.gr","",21.93894563000043,40.09941053100044
424,432,"ΚΕΠ ΔΗΜΟΥ Δ. ΥΨΗΛΑΝΤΗ, Ν. ΚΟΖΑΝΗΣ","Κοζάνη","ΝΟΜΟΣ ΚΟΖΑΝΗΣ","ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","Ποντοκώμη",50200,2461096906,2461096908,"d.dipsilanti@kep.gov.gr","",21.76061892800044,40.41077724400049
425,433,"ΚΕΠ ΔΗΜΟΥ ΑΣΣΟΥ-ΛΕΧΑΙΟΥ, Ν. ΚΟΡΙΝΘΙΑΣ","Κόρινθος","ΝΟΜΟΣ ΚΟΡΙΝΘΙΑΣ","ΠΕΛΟΠΟΝΝΗΣΟΥ","Π.Ε.Ο Κορινθίου-Πατρών 44",20011,2741082090,2741086219,"d.assou-lehaiou@kep.gov.gr","",22.84627321100044,37.92856442600049
426,434,"ΚΕΠ ΔΗΜΟΥ ΒΕΛΟΥ Ν. ΚΟΡΙΝΘΙΑΣ","Κόρινθο","ΝΟΜΟΣ ΚΟΡΙΝΘΙΑΣ","ΠΕΛΟΠΟΝΝΗΣΟΥ","Αγ Αικατερίνης 1",20002,2742030128,2742032227,"d.velou@kep.gov.gr","",22.71382739700044,37.93158295400048
427,435,"ΚΕΠ ΔΗΜΟΥ ΞΥΛΟΚΑΣΤΡΟΥ, Ν. ΚΟΡΙΝΘΙΑΣ","ΞΥΛΟΚΑΣΤΡΟ","ΝΟΜΟΣ ΚΟΡΙΝΘΙΑΣ","ΠΕΛΟΠΟΝΝΗΣΟΥ","Π.ΤΣΑΛΔΑΡΗ 33",20400,2743029299,2743029298,"d.xylokastrou@kep.gov.gr","",22.52845733000044,38.06198683000048
428,436,"ΚΕΠ ΔΗΜΟΥ ΑΝΑΤΟΛΙΚΗΣ ΜΑΝΗΣ, Ν. ΛΑΚΩΝΙΑΣ","ΑΝΑΤΟΛΙΚΗΣ ΜΑΝΗΣ","ΝΟΜΟΣ ΛΑΚΩΝΙΑΣ","ΠΕΛΟΠΟΝΝΗΣΟΥ","ΑΝΑΤΟΛΙΚΗΣ ΜΑΝΗΣ",23066,2733021920,"","d.anatolikimani@kep.gov.gr","",-76.28529753095546,37.50341721583294
429,437,"ΚΕΠ ΔΗΜΟΥ ΑΣΩΠΟΥ, Ν. ΛΑΚΩΝΙΑΣ","Λακωνία","ΝΟΜΟΣ ΛΑΚΩΝΙΑΣ","ΠΕΛΟΠΟΝΝΗΣΟΥ","Ασωπός",23056,2732083600,2732083600,"d.asopou@kep.gov.gr","",22.85419304300046,36.73068310700046
430,438,"ΚΕΠ ΔΗΜΟΥ ΟΙΝΟΥΝΤΟΣ, Ν. ΛΑΚΩΝΙΑΣ","Σελλασία Λακωνίας","ΝΟΜΟΣ ΛΑΚΩΝΙΑΣ","ΠΕΛΟΠΟΝΝΗΣΟΥ","Σελλασία",23064,2731094194,2731094195,"d.oinountos@kep.gov.gr","",-43.59607003999963,-22.89979974599959
431,439,"ΚΕΠ ΔΗΜΟΥ ΣΚΑΛΑΣ, Ν. ΛΑΚΩΝΙΑΣ","ΣΚΑΛΑ ΛΑΚΩΝΙΑΣ","ΝΟΜΟΣ ΛΑΚΩΝΙΑΣ","ΠΕΛΟΠΟΝΝΗΣΟΥ","Σκάλα",23051,2735029200,2735024151,"d.skalas@kep.gov.gr","",22.66577684800046,36.85096283300049
432,440,"ΚΕΠ ΔΗΜΟΥ ΣΠΑΡΤΗΣ, Ν. ΛΑΚΩΝΙΑΣ","Σπάρτη","ΝΟΜΟΣ ΛΑΚΩΝΙΑΣ","ΠΕΛΟΠΟΝΝΗΣΟΥ","Λεωνίδου 40","",2731089424,2731020723,"d.spartis@kep.gov.gr","",,
433,442,"ΚΕΠ ΔΗΜΟΥ ΑΓΙΑΣ, Ν. ΛΑΡΙΣΑΣ","Αγιά Λάρισας","ΝΟΜΟΣ ΛΑΡΙΣΗΣ","ΘΕΣΣΑΛΙΑΣ","25ης Μαρτίου 20",40003,2494024524,2494024525,"d.agias@kep.gov.gr","",22.75520216900043,39.67768310500048
434,443,"ΚΕΠ ΔΗΜΟΥ ΑΡΜΕΝΙΟΥ, Ν. ΛΑΡΙΣΑΣ","ΑΡΜΕΝΙΟ ΛΑΡΙΣΑΣ","ΝΟΜΟΣ ΛΑΡΙΣΗΣ","ΘΕΣΣΑΛΙΑΣ","ΑΡΜΕΝΙΟ ΛΑΡΙΣΑΣ",41500,2410721371,2410721770,"d.armeniou@kep.gov.gr","",23.63970203100047,37.97410982200046
435,444,"ΚΕΠ ΔΗΜΟΥ ΓΙΑΝΝΟΥΛΗΣ, Ν. ΛΑΡΙΣΑΣ","-","ΝΟΜΟΣ ΛΑΡΙΣΗΣ","ΘΕΣΣΑΛΙΑΣ","Οικισμός Μελίνα Μερκούρη",41500,2410593189,2410593717,"d.giannoulis@kep.gov.gr","",22.46838982200046,39.51250018200045
436,445,"ΚΕΠ ΔΗΜΟΥ ΚΑΤΩ ΟΛΥΜΠΟΥ, Ν. ΛΑΡΙΣΑΣ","Πυργετός Λάρισας","ΝΟΜΟΣ ΛΑΡΙΣΗΣ","ΘΕΣΣΑΛΙΑΣ","Πυργετός Λάρισας -",40007,"2495042905 2495350330",2495042906,"d.katoolympou@kep.gov.gr","",22.64089203000043,39.91678405000044
437,446,"ΚΕΠ ΔΗΜΟΥ ΝΙΚΑΙΑΣ, Ν. ΛΑΡΙΣΑΣ","Νίκαια Λάρισας","ΝΟΜΟΣ ΛΑΡΙΣΗΣ","ΘΕΣΣΑΛΙΑΣ","Οδός Φαρσάλων",41500,2410922421,2410922420,"d.nikaias-larisas@kep.gov.gr","",22.46838982200046,39.51250018200045
