aa,kepCode,kepTitle,area,county,region,address,tk,phoneNumber,fax,email,comments
340,348,ΚΕΠ ΝΟΜΑΡΧΙΑΚΗΣ ΑΥΤΟΔΙΟΙΚΗΣΗΣ ΕΥΒΟΙΑΣ,ΧΑΛΚΙΔΑ,ΝΟΜΟΣ ΕΥΒΟΙΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΠΛΑΤΑΝΙΩΤΗ & ΔΟΥΝΑ,34100,2221088822,2221084702,n.evoias@kep.gov.gr,
341,349,ΚΕΠ ΝΟΜΑΡΧΙΑΚΗΣ ΑΥΤΟΔΙΟΙΚΗΣΗΣ ΕΥΡΥΤΑΝΙΑΣ,ΕΥΡΥΤΑΝΙΑΣ,ΝΟΜΟΣ ΕΥΡΥΤΑΝΙΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΚΑΡΑΪΣΚΑΚΗ 1,36100,2237021037,2237024704,n.evritanias@kep.gov.gr,
342,350,ΚΕΠ ΝΟΜΑΡΧΙΑΚΗΣ ΑΥΤΟΔΙΟΙΚΗΣΗΣ ΦΩΚΙΔΑΣ,ΑΜΦΙΣΣΑ,ΝΟΜΟΣ ΦΩΚΙΔΟΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΓΙΔΟΓΑΝΝΟΥ 31,33100,2265079261,2265079265,n.fokidas@kep.gov.gr,
343,351,ΚΕΠ ΠΕΡΙΦΕΡΕΙΑΣ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ Ν. ΑΧΑΪΑΣ,-,ΝΟΜΟΣ ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,- -,-,-,2621036332,p.dytikisellados@kep.gov.gr,
344,352,"ΚΕΠ ΔΗΜΟΥ ΑΓΡΙΝΙΟΥ, Ν. ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ",Αγρίνιο Αιτωλοακαρνανίας,ΝΟΜΟΣ ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Μανδηλαρά 3,30100,2641039140,2641045204,d.agriniou@kep.gov.gr,
345,353,"ΚΕΠ ΔΗΜΟΥ ΑΡΑΚΥΝΘΟΥ, Ν. ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ",Ματαράγκα Αιτολοακαρνανίας,ΝΟΜΟΣ ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χαρίλαου Τρικούπη 42,30011,2635055030,2635022019,d.arakinthou@kep.gov.gr,
346,354,"ΚΕΠ ΔΗΜΟΥ ΘΕΣΤΙΕΩΝ, Ν. ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ",Νέα Αβοράνη Αιτολοακαρνανίας,ΝΟΜΟΣ ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Νέα Αβοράνη -,30100,2641039730,2641039730,d.thestieon@kep.gov.gr,
347,355,"ΚΕΠ ΔΗΜΟΥ ΠΑΛΑΙΡΟΥ, Ν. ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ",ΠΑΛΑΙΡΟΣ Ν. ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΝΟΜΟΣ ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΑΛΑΙΡΟΣ Ν. ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,30012,2643029103,2643041858,d.kekropias@kep.gov.gr,
348,356,"ΚΕΠ ΔΗΜΟΥ ΜΕΔΕΩΝΟΣ, Ν. ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ",Κάτουνα Αιτολοακαρνανίας,ΝΟΜΟΣ ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Κάτουνα,30004,2646039000,2646032047,d.medeonos@kep.gov.gr,
349,357,"ΚΕΠ ΔΗΜΟΥ ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓΙΟΥ, Ν. ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ",ΜΕΣΟΛΟΓΓΙ,ΝΟΜΟΣ ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΧΑΡΙΛΑΟΥ ΤΡΙΚΟΥΠΗ 39,30200,2631055374,2631023742,d.mesologgiou@kep.gov.gr,
350,358,"ΚΕΠ ΔΗΜΟΥ ΜΥΚΗΝΑΙΩΝ, Ν. ΑΡΓΟΛΙΔΑΣ",-,ΝΟΜΟΣ ΑΡΓΟΛΙΔΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,Μηκήνες,21200,2751076904,2751076907,d.mykinaion@kep.gov.gr,
351,359,"ΚΕΠ ΔΗΜΟΥ ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ, Ν. ΑΡΚΑΔΙΑΣ",ΑΣΤΡΟΣ ΚΥΝΟΥΡΙΑΣ,ΝΟΜΟΣ ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΣΤΡΟΣ ΚΥΝΟΥΡΙΑΣ,22001,2755029090,2755029081,d.vorkynourias@kep.gov.gr,
352,360,"ΚΕΠ ΔΗΜΟΥ ΚΛΕΙΤΟΡΟΣ, Ν. ΑΡΚΑΔΙΑΣ",Βαλτεσίνικο Αρκαδίας,ΝΟΜΟΣ ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,Βαλτεσίνικο Αρκαδίας,22014,2795082357,2795082357,d.kleitoros@kep.gov.gr,
353,361,"ΚΕΠ ΔΗΜΟΥ ΜΕΓΑΛΟΠΟΛΗΣ, Ν. ΑΡΚΑΔΙΑΣ",Μεγαλόπολη Αρκαδίας,ΝΟΜΟΣ ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,Πλατεία Ηρώων Πολυτεχνείου,22200,2791021041,2791021045,d.megalopolis@kep.gov.gr,
354,362,"ΚΕΠ ΔΗΜΟΥ ΣΚΥΡΙΤΙΔΑΣ, Ν. ΑΡΚΑΔΙΑΣ",Βλαχοκερασιά Αρκαδίας,ΝΟΜΟΣ ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,Βλαχοκερασιά,22016,2710382057,2710382057,d.skyritidas@kep.gov.gr,
355,363,"ΚΕΠ ΔΗΜΟΥ ΦΑΛΑΙΣΙΑΣ, Ν. ΑΡΚΑΔΙΑΣ",Δ.Δ. Λεονταρίου Φαλαισίας,ΝΟΜΟΣ ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,Δ.Δ. Λεονταρίου Φαλαισίας,22021,2791061723,2791061722,d.falaisias@kep.gov.gr,
356,364,"ΚΕΠ ΔΗΜΟΥ ΑΡΑΧΘΟΥ, Ν. ΑΡΤΑΣ",΄Αρτα,ΝΟΜΟΣ ΑΡΤΑΣ,ΗΠΕΙΡΟΥ,Νεοχώρι,47041,2681087329,2681087329,d.arahthou@kep.gov.gr,
357,365,"ΚΕΠ ΔΗΜΟΥ ΚΟΜΠΟΤΙΟΥ, Ν . ΑΡΤΑΣ",ΚΟΜΠΟΤΙ ΑΡΤΑΣ,ΝΟΜΟΣ ΑΡΤΑΣ,ΗΠΕΙΡΟΥ,ΚΟΜΠΟΤΙ ΑΡΤΑΣ,47040,2681066279,2681066278,d.kompotiou@kep.gov.gr,
358,366,"ΚΕΠ ΔΗΜΟΥ ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ, Ν. ΑΤΤΙΚΗΣ",Αγία Βαρβάρα Αττικής,ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΑΘΗΝΩΝ-ΔΥΤΙΚΟΣ ΤΟΜΕΑΣ,ΑΤΤΙΚΗΣ,Ελευθερίου Βενιζέλου 75,12351,2105613030,2105613064,d.agvarvaras-attikis@kep.gov.gr,
359,367,"ΚΕΠ ΔΗΜΟΥ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ, Ν. ΑΤΤΙΚΗΣ",Άγιος Δημήτριος Αττικής,ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΑΘΗΝΩΝ-ΝΟΤΙΟΣ ΤΟΜΕΑΣ,ΑΤΤΙΚΗΣ,Γ.ΨΥΧΟΓΙΟΥ 8,17341,2109702574,2109702291,d.agdimitriou-attikis@kep.gov.gr,
360,368,"ΚΕΠ ΔΗΜΟΥ ΑΙΓΑΛΕΩ, Ν. ΑΤΤΙΚΗΣ",ΑΙΓΑΛΕΩ,ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΑΘΗΝΩΝ-ΔΥΤΙΚΟΣ ΤΟΜΕΑΣ,ΑΤΤΙΚΗΣ,"Μάκρης 4 και Πλατεία Ελευθερίας, Αιγάλεω",12241,2105988115,2105986036,d.aigaleo@kep.gov.gr,
361,369,"ΚΕΠ ΔΗΜΟΥ ΑΛΙΜΟΥ, Ν. ΑΤΤΙΚΗΣ",Άλιμος Αττικής,ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΑΘΗΝΩΝ-ΝΟΤΙΟΣ ΤΟΜΕΑΣ,ΑΤΤΙΚΗΣ,Θουκυδίδου 43,17455,2109810685,2109859889,d.alimou@kep.gov.gr,
362,370,"ΚΕΠ ΔΗΜΟΥ ΑΡΓΥΡΟΥΠΟΛΗΣ, Ν. ΑΤΤΙΚΗΣ",ΑΡΓΥΡΟΥΠΟΛΗ,ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΑΘΗΝΩΝ-ΝΟΤΙΟΣ ΤΟΜΕΑΣ,ΑΤΤΙΚΗΣ,Κύπρου 162,16452,2109622592,2109622619,d.argiroypoleos@kep.gov.gr,
363,371,ΚΕΠ ΔΗΜΟΥ ΒΑΡΗΣ Ν. ΑΤΤΙΚΗΣ,-,ΝΟΜΑΡΧΙΑΚΗ ΑΥΤΟΔΙΟΙΚΗΣΗ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,Βάκχου & Δήμητρας 13,16672,2108979140,2108971033,d.varis@kep.gov.gr,
364,372,"ΚΕΠ ΔΗΜΟΥ ΙΛΙΟΥ, Ν. ΑΤΤΙΚΗΣ",ΙΛΙΟΝ,ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΑΘΗΝΩΝ-ΔΥΤΙΚΟΣ ΤΟΜΕΑΣ,ΑΤΤΙΚΗΣ,ΑΙΑΝΤΟΣ & ΧΡΥΣΗΙΔΟΣ,13122,2102693236,2102693234,d.iliou@kep.gov.gr,
365,373,"ΚΕΠ ΔΗΜΟΥ ΚΑΜΑΤΕΡΟΥ, Ν. ΑΤΤΙΚΗΣ",Καματερό Αττικής,ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΑΘΗΝΩΝ-ΔΥΤΙΚΟΣ ΤΟΜΕΑΣ,ΑΤΤΙΚΗΣ,Θεσσαλονίκης 17 και Πηνειού 1 -,13451,2102389723,2102389724,d.kamaterou@kep.gov.gr,
366,374,"ΚΕΠ ΔΗΜΟΥ ΜΑΡΑΘΩΝΑ, Ν. ΑΤΤΙΚΗΣ",Μαραθώνας,ΝΟΜΑΡΧΙΑΚΗ ΑΥΤΟΔΙΟΙΚΗΣΗ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,25ης ΜΑΡΤΙΟΥ 1-3,19007,2294067000,2294066222,d.marathonos@kep.gov.gr,
367,375,"ΚΕΠ ΔΗΜΟΥ ΜΟΣΧΑΤΟΥ, Ν. ΑΤΤΙΚΗΣ",Μοσχάτο,ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΑΘΗΝΩΝ-ΝΟΤΙΟΣ ΤΟΜΕΑΣ,ΑΤΤΙΚΗΣ,Λάμπρου Κατσώνη 69,18344,2109483888,2109401168,d.moshatou@kep.gov.gr,
368,376,"ΚΕΠ ΔΗΜΟΥ ΚΑΛΛΙΘΕΑΣ, Ν. ΑΤΤΙΚΗΣ",Καλλιθέα Αττικής,ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΑΘΗΝΩΝ-ΝΟΤΙΟΣ ΤΟΜΕΑΣ,ΑΤΤΙΚΗΣ,Ελευθερίου Βενιζέλου 176,17675,2109537790,2109577702,d.kallitheas-attikis@kep.gov.gr,
369,377,"ΚΕΠ ΔΗΜΟΥ ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ, Ν. ΑΤΤΙΚΗΣ",Παλαιό Φάληρο Αττική,ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΑΘΗΝΩΝ-ΝΟΤΙΟΣ ΤΟΜΕΑΣ,ΑΤΤΙΚΗΣ,Αγίου Αλεξάνδρου 75A,,2109888040,2109884804,d.palaioufalirou@kep.gov.gr,
370,378,"ΚΕΠ ΔΗΜΟΥ ΥΜΗΤΤΟΥ, Ν. ΑΤΤΙΚΗΣ",ΥΜΗΤΤΟΣ,ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΑΘΗΝΩΝ-ΚΕΝΤΡΙΚΟΣ ΤΟΜΕΑΣ,ΑΤΤΙΚΗΣ,Χρ. Σμύρνης 8 & Περγάμου 1 1,17237,2107613059,2107613058,d.ymittou@kep.gov.gr,
371,379,"ΚΕΠ ΔΗΜΟΥ ΧΑΪΔΑΡΙΟΥ, Ν. ΑΤΤΙΚΗΣ",ΧΑΪΔΑΡΙ,ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΑΘΗΝΩΝ-ΔΥΤΙΚΟΣ ΤΟΜΕΑΣ,ΑΤΤΙΚΗΣ,ΛΕΩΦΟΡΟΣ ΑΘΗΝΩΝ 277,12461,2105324624,2105323766,d.haidariou@kep.gov.gr,
372,380,"ΚΕΠ ΔΗΜΟΥ ΧΟΛΑΡΓΟΥ, Ν. ΑΤΤΙΚΗΣ",Χολαργός Αττικής,ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΑΘΗΝΩΝ-ΑΝΑΤΟΛΙΚΟΣ ΤΟΜΕΑΣ,ΑΤΤΙΚΗΣ,17ης Νοεμβρίου 58,15562,2106560686,2106560689,d.holargou@kep.gov.gr,
373,381,"ΚΕΠ ΔΗΜΟΥ ΨΥΧΙΚΟΥ, Ν. ΑΤΤΙΚΗΣ",,ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΑΘΗΝΩΝ-ΑΝΑΤΟΛΙΚΟΣ ΤΟΜΕΑΣ,ΑΤΤΙΚΗΣ,Γράμμου 2,15452,2106753466,2106753468,d.psyhikou@kep.gov.gr,
374,382,ΚΕΠ ΔΗΜΟΥ ΑΙΓΙΟΥ Ν. ΑΧΑΪΑΣ,Αίγιο Αχαϊας,ΝΟΜΟΣ ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Παναγιωτοπούλων 31,25100,2691068393,2691068394,d.aigiou@kep.gov.gr,
375,383,ΚΕΠ ΔΗΜΟΥ ΒΡΑΧΝΕΙΚΩΝ Ν. ΑΧΑΪΑΣ,-,ΝΟΜΟΣ ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Βραχναίϊκα,25002,2610670973,-,d.vrahnaiikon@kep.gov.gr,
376,384,"ΚΕΠ ΔΗΜΟΥ ΠΑΤΡΑΣ, Ν. ΑΧΑΐΑΣ",ΠΑΤΡΑ,ΝΟΜΟΣ ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΜΑΙΖΩΝΟΣ & ΒΟΤΣΗ 147,26110,2610243200,2610243202,d.patreon@kep.gov.gr,
377,385,"ΚΕΠ ΔΗΜΟΥ ΔΙΣΤΟΜΟΥ, Ν. ΒΟΙΩΤΙΑΣ",Δίστομο,ΝΟΜΟΣ ΒΟΙΩΤΙΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,10ης Ιουνίου 47,32005,2267029000,2267029001,d.distomou@kep.gov.gr,
378,386,"ΚΕΠ ΔΗΜΟΥ ΘΕΣΠΙΕΩΝ, Ν. ΒΟΙΩΤΙΑΣ",Μαυρομμάτι Βοιωτίας,ΝΟΜΟΣ ΒΟΙΩΤΙΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Μαυρομμάτι Θηβών,32002,2262067321,2262068900,d.thespieon@kep.gov.gr,
379,387,"ΚΕΠ ΔΗΜΟΥ ΛΕΒΑΔΕΩΝ, Ν. ΒΟΙΩΤΙΑΣ",Λιβαδειά Βοιωτίας,ΝΟΜΟΣ ΒΟΙΩΤΙΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Ελευθερίου Βενιζέλου 32,32100,2261089723,2261089716,d.levadeon@kep.gov.gr,
380,388,"ΚΕΠ ΔΗΜΟΥ ΔΙΡΦΥΩΝ, Ν. ΕΥΒΟΙΑΣ","Δήμου Διρφύων, Ν. Ευβοίας",ΝΟΜΟΣ ΕΥΒΟΙΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Δ.Δ. Πίσσωνα,34600,2221042889,2221061713,d.dirfion@kep.gov.gr,
381,389,"ΚΕΠ ΔΗΜΟΥ ΚΟΝΙΣΤΡΩΝ, Ν. ΕΥΒΟΙΑΣ",ΚΟΝΙΣΤΡΕΣ ΕΥΒΟΙΑΣ,ΝΟΜΟΣ ΕΥΒΟΙΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Πλ. Βάχλα Κονίστρες,34016,2222029516,2222029516,d.konistron@kep.gov.gr,
382,390,"ΚΕΠ ΔΗΜΟΥ ΓΟΡΓΙΑΝΗΣ, Ν. ΓΡΕΒΕΝΩΝ",Γρεβενά,ΝΟΜΟΣ ΓΡΕΒΕΝΩΝ,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Κηπουριό Γρεβενών -,51100,2462075444,2462087740,d.gorgianis@kep.gov.gr,
383,391,"ΚΕΠ ΔΗΜΟΥ ΧΑΣΙΩΝ, Ν. ΓΡΕΒΕΝΩΝ",Καρπερό Γρεβενά,ΝΟΜΟΣ ΓΡΕΒΕΝΩΝ,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Καρπερό,51100,2462034101,2462034308,d.hasion-grevenon@kep.gov.gr,
384,392,"ΚΕΠ ΔΗΜΟΥ ΗΡΑΚΛΕΩΤΩΝ, Ν. ΓΡΕΒΕΝΩΝ",ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ -ΓΡΕΒΕΝΑ,ΝΟΜΟΣ ΓΡΕΒΕΝΩΝ,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ -ΓΡΕΒΕΝΑ,51030,2462041768,2462041750,d.irakleoton@kep.gov.gr,
385,393,"ΚΕΠ ΔΗΜΟΥ ΒΥΣΣΑΣ, Ν.ΕΒΡΟΥ","Νέα Βύσσα,Eβρου",ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΕΒΡΟΥ,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,25ης Μαρτίου 7,68001,2552081090,2552081093,d.vyssis@kep.gov.gr,
386,394,"ΚΕΠ ΔΗΜΟΥ ΑΛΕΞΑΝΔΡΟΥΠΟΛΕΩΣ, Ν. EΒΡΟΥ",ΑΛΕΞΑΝΔΡΟΥΠΟΛΗ,ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΕΒΡΟΥ,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,Π.ΙΩΑΚΕΙΜ ΚΑΒΥΡΗ 24,68100,2551089923,2551089941,d.alexandroupolis@kep.gov.gr,
387,395,"ΚΕΠ ΔΗΜΟΥ ΜΕΤΑΞΑΔΩΝ, Ν.ΕΒΡΟΥ",Μεταξάδες Eβρου,ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΕΒΡΟΥ,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,Μεταξάδες,68010,2553051700,2553020083,d.metaxadon@kep.gov.gr,
388,396,"ΚΕΠ ΔΗΜΟΥ ΣΑΜΟΘΡΑΚΗΣ, Ν. ΕΒΡΟΥ",Σαμοθράκη,ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΕΒΡΟΥ,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,Χώρα,68002,2551089243,2551089241,d.samothrakis@kep.gov.gr,
389,397,"ΚΕΠ ΔΗΜΟΥ ΣΟΥΦΛΙΟΥ, Ν. ΕΒΡΟΥ",ΣΟΥΦΛΙ,ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΕΒΡΟΥ,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,Ερμού 2,68400,2554020061,2554020062,d.soyfliou@kep.gov.gr,
390,398,ΚΕΠ ΔΗΜΟΥ ΑΠΕΡΑΝΤΙΩΝ Ν. ΕΥΡΥΤΑΝΙΑΣ,Γράνιτσα,ΝΟΜΟΣ ΕΥΡΥΤΑΝΙΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Γράνιτσα,36072,2237061870,2237061870,d.aperantion@kep.gov.gr,
391,399,ΚΕΠ ΔΗΜΟΥ ΔΟΜΝΙΣΤΑΣ Ν. ΕΥΡΥΤΑΝΙΑΣ,Κρικέλο Ευρυτανίας,ΝΟΜΟΣ ΕΥΡΥΤΑΝΙΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Κρικέλλο Ευρυτανίας,36076,2237071136,2237071136,d.domnistas@kep.gov.gr,
392,400,"ΚΕΠ ΔΗΜΟΥ ΓΑΖΙΟΥ, Ν. ΗΡΑΚΛΕΙΟΥ",Γαζί Ηρακλείου Κρήτης,ΝΟΜΟΣ ΗΡΑΚΛΕΙΟΥ,ΚΡΗΤΗΣ,Ελ. Βενιζέλου 216,71414,2810823394,2810823493,d.gaziou@kep.gov.gr,
393,401,"ΚΕΠ ΔΗΜΟΥ ΝΙΚΟΥ ΚΑΖΑΝΤΖΑΚΗ, Ν. ΗΡΑΚΛΕΙΟΥ","Ηράκλειο, Κρήτη",ΝΟΜΟΣ ΗΡΑΚΛΕΙΟΥ,ΚΡΗΤΗΣ,Πεζά Πεδιάδος,70100,2810743463,2810742530,d.nikoukazantzaki@kep.gov.gr,
394,402,"ΚΕΠ ΔΗΜΟΥ ΤΕΜΕΝΟΥΣ, Ν. ΗΡΑΚΛΕΙΟΥ",-,ΝΟΜΟΣ ΗΡΑΚΛΕΙΟΥ,ΚΡΗΤΗΣ,Προφήτης Ηλίας Τεμένους,71500,2810871750,2810871761,d.temenous@kep.gov.gr,
395,403,"ΚΕΠ ΔΗΜΟΥ ΙΑΡΔΑΝΟΥ, Ν. ΗΛΕΙΑΣ",Βούναργο Ηλείας,ΝΟΜΟΣ ΗΛΕΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Βούναργο,27100,2621052101,2621052102,d.iardanou@kep.gov.gr,
396,404,"ΚΕΠ ΔΗΜΟΥ ΠΥΡΓΟΥ, Ν. ΗΛΕΙΑΣ",ΠΥΡΓΟΣ,ΝΟΜΟΣ ΗΛΕΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Τ.ΠΕΤΡΟΠΟΥΛΟΥ & ΠΑΤΡΩΝ,27100,2621020300,2621020302,d.pyrgou@kep.gov.gr,
397,405,"ΚΕΠ ΔΗΜΟΥ ΝΑΟΥΣΑΣ, Ν. ΗΜΑΘΙΑΣ",Νάουσα Ημαθίας,ΝΟΜΟΣ ΗΜΑΘΙΑΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Μεγάλου Αλεξάνδρου 1,59200,2332052036,2332052187,d.naousis@kep.gov.gr,
398,406,"ΚΕΠ ΔΗΜΟΥ ΑΜΠΕΛΟΚΗΠΩΝ, Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ",Αμπελόκηποι,ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Φιλιππουπόλεως 22,56123,2310729122,2310739200,d.ampelokipon@kep.gov.gr,
399,407,"ΚΕΠ ΔΗΜΟΥ ΚΑΛΑΜΑΡΙΑΣ, Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ",ΚΑΛΑΜΑΡΙΑ,ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΟΝΤΟΥ 85,55132,2310478546,2310453233,d.kalamarias@kep.gov.gr,
400,408,"ΚΕΠ ΔΗΜΟΥ ΠΑΝΟΡΑΜΑΤΟΣ, Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ",-,ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Πλατεία Δημαρχείου,55236,2310331242,2310340180,d.panoramatos@kep.gov.gr,
401,409,"ΚΕΠ ΔΗΜΟΥ ΣΥΚΕΩΝ, Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ",ΣΥΚΕΕΣ,ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Ρήγα Φεραίου 171,56626,2310672846,2310672847,d.sykeon@kep.gov.gr,
402,410,"ΚΕΠ ΔΗΜΟΥ ΗΓΟΥΜΕΝΙΤΣΑΣ, Ν. ΘΕΣΠΡΩΤΙΑΣ",Ηγουμενίτσα Θεσπρωτίας,ΝΟΜΟΣ ΘΕΣΠΡΩΤΙΑΣ,ΗΠΕΙΡΟΥ,Ελευθερίας 7,46100,2665029022,2665029021,d.igoumenitsas@kep.gov.gr,
403,411,"ΚΕΠ ΔΗΜΟΥ ΠΑΡΑΠΟΤΑΜΟΥ, Ν. ΘΕΣΠΡΩΤΙΑΣ",-,ΝΟΜΟΣ ΘΕΣΠΡΩΤΙΑΣ,ΗΠΕΙΡΟΥ,Δημαρχείο Παραποτάμου,46100,2665098603,2665092203,d.parapotamou@kep.gov.gr,
